site;dominio;ranking;readability
Yahoo;stack;Top1;0.8077
Bing;stack;Top1;0.8077
Yahoo;stack;Top5;0.8002
Bing;javat;Top5;0.7375
Google;javat;Top1;0.7375
Yahoo;javat;Top4;0.7375
Bing;stack;Top1;0.6660
Google;stack;Top2;0.6440
Bing;geeks;Top5;0.7908
Google;geeks;Top3;0.7908
Yahoo;geeks;Top4;0.7908
Bing;stack;Top2;0.8650
Yahoo;stack;Top1;0.8650
Google;code;Top3;0.7804
Bing;stack;Top2;0.8188
Google;code;Top2;0.7804
Bing;tuto;Top1;0.6779
Google;tuto;Top4;0.6779
Yahoo;stack;Top1;0.8188
Yahoo;tuto;Top2;0.6779
Bing;tuto;Top3;0.6779
Google;stack;Top1;0.8188
Bing;stack;Top3;0.8372
Bing;code;Top4;0.0582
Yahoo;stack;Top1;0.8188
Google;stack;Top1;0.8188
Yahoo;code;Top4;0.0582
Yahoo;stack;Top3;0.8372
Bing;stack;Top1;0.8188
Google;tuto;Top4;0.6779
Bing;tuto;Top2;0.6779
Google;code;Top2;0.7804
Google;code;Top3;0.7804
Yahoo;tuto;Top2;0.6779
Google;code;Top2;0.7804
Google;code;Top3;0.7804
Bing;code;Top3;0.7804
Bing;stack;Top4;0.8372
Yahoo;code;Top4;0.0582
Bing;stack;Top1;0.8188
Yahoo;code;Top3;0.7804
Google;tuto;Top4;0.6779
Yahoo;tuto;Top2;0.6779
Bing;tuto;Top2;0.6779
Bing;code;Top5;0.0582
Google;stack;Top1;0.8188
Yahoo;stack;Top1;0.8188
Bing;tuto;Top2;0.8083
Google;geeks;Top5;0.9255
Yahoo;tuto;Top2;0.8083
Yahoo;stack;Top1;0.7606
Bing;code;Top5;0.3753
Yahoo;code;Top4;0.3753
Google;stack;Top5;0.7958
Bing;stack;Top1;0.7606
Google;code;Top1;0.7365
Google;stack;Top4;0.8708
Yahoo;geeks;Top4;0.8982
Yahoo;geeks;Top5;0.9549
Bing;tuto;Top3;0.6188
Google;geeks;Top1;0.8982
Yahoo;stack;Top1;0.9450
Bing;tuto;Top1;0.6188
Yahoo;tuto;Top2;0.6188
Bing;stack;Top2;0.8708
Google;stack;Top3;0.9450
Google;stack;Top5;0.7657
Google;geeks;Top2;0.8396
Bing;tuto;Top2;0.8130
Google;tuto;Top4;0.8130
Yahoo;tuto;Top2;0.8130
Yahoo;geeks;Top1;0.8396
Bing;geeks;Top3;0.8396
Google;stack;Top2;0.8137
Bing;stack;Top2;0.8321
Yahoo;stack;Top2;0.8321
Google;stack;Top4;0.7606
Yahoo;stack;Top1;0.7606
Bing;stack;Top1;0.7606
Bing;stack;Top1;0.5513
Bing;geeks;Top2;0.9288
Yahoo;stack;Top2;0.8964
Yahoo;javat;Top3;0.9370
Yahoo;geeks;Top1;0.9288
Bing;javat;Top4;0.9370
Google;stack;Top1;0.8964
Yahoo;code;Top5;0.0615
Google;geeks;Top5;0.7738
Google;geeks;Top4;0.9308
Google;stack;Top1;0.9268
Yahoo;tuto;Top3;0.7425
Bing;tuto;Top3;0.7425
Google;stack;Top2;0.4633
Google;code;Top2;0.7393
Google;code;Top3;0.8913
Bing;stack;Top2;0.7872
Google;stack;Top5;0.7872
Google;stack;Top4;0.7261
Yahoo;stack;Top2;0.7872
Google;stack;Top2;0.7385
Yahoo;stack;Top1;0.7385
Bing;stack;Top1;0.7385
Google;stack;Top3;0.3958
Google;code;Top4;0.0005
Bing;stack;Top3;0.7744
Yahoo;stack;Top3;0.7744
Google;geeks;Top1;0.8912
Yahoo;code;Top3;0.7467
Bing;code;Top5;0.7467
Yahoo;stack;Top1;0.8877
Google;code;Top3;0.7467
Google;stack;Top2;0.8877
Bing;code;Top4;0.7467
Bing;stack;Top1;0.8877
Yahoo;code;Top5;0.7467
Google;stack;Top5;0.9187
Bing;stack;Top2;0.9187
Yahoo;stack;Top2;0.9187
Bing;stack;Top5;0.6777
Google;stack;Top2;0.6777
Bing;geeks;Top5;0.8605
Google;geeks;Top1;0.7243
Yahoo;geeks;Top3;0.8835
Google;stack;Top4;0.9404
Bing;stack;Top1;0.9404
Yahoo;stack;Top1;0.9404
Yahoo;geeks;Top3;0.8878
Bing;stack;Top4;0.9187
Bing;geeks;Top2;0.8878
Google;geeks;Top4;0.8878
Yahoo;stack;Top4;0.8924
Google;stack;Top5;0.8706
Bing;geeks;Top1;0.8235
Google;geeks;Top4;0.8235
Bing;geeks;Top3;0.8235
Yahoo;geeks;Top2;0.8235
Yahoo;stack;Top5;0.7953
Google;stack;Top1;0.9907
Yahoo;tuto;Top2;0.9520
Google;geeks;Top3;0.8967
Bing;geeks;Top3;0.8967
Yahoo;geeks;Top4;0.8967
Bing;stack;Top2;0.9907
Yahoo;stack;Top3;0.9907
Bing;tuto;Top1;0.9520
Bing;stack;Top2;0.5731
Yahoo;stack;Top2;0.5731
Google;stack;Top5;0.5731
Google;stack;Top1;0.7612
Yahoo;geeks;Top5;0.9422
Yahoo;stack;Top1;0.7612
Bing;geeks;Top4;0.9422
Bing;stack;Top1;0.7612
Google;stack;Top1;0.7612
Bing;stack;Top1;0.7612
Yahoo;stack;Top1;0.7612
Google;stack;Top5;0.0985
Yahoo;stack;Top2;0.7770
Bing;stack;Top1;0.7770
Bing;stack;Top1;0.7482
Bing;stack;Top2;0.8701
Yahoo;stack;Top2;0.8701
Yahoo;stack;Top1;0.7482
Google;stack;Top5;0.5803
Bing;stack;Top5;0.9495
Yahoo;stack;Top4;0.9495
Google;stack;Top1;0.6078
Bing;stack;Top2;0.6078
Google;geeks;Top2;0.7580
Yahoo;geeks;Top3;0.7580
Bing;geeks;Top3;0.7580
Yahoo;stack;Top2;0.6078
Yahoo;stack;Top1;0.6748
Bing;stack;Top1;0.6748
Google;geeks;Top1;0.7644
Google;stack;Top4;0.6748
Yahoo;stack;Top5;0.7837
Bing;stack;Top5;0.7837
Bing;stack;Top2;0.3878
Bing;stack;Top1;0.6331
Google;stack;Top3;0.9379
Bing;stack;Top3;0.7791
Yahoo;stack;Top3;0.7406
Bing;stack;Top4;0.7406
Yahoo;stack;Top1;0.6331
Yahoo;stack;Top2;0.7791
Google;stack;Top2;0.8259
Yahoo;geeks;Top5;0.8629
Google;stack;Top1;0.6408
Google;stack;Top2;0.2451
Bing;geeks;Top5;0.8629
Bing;javat;Top3;0.8965
Bing;stack;Top5;0.8157
Bing;geeks;Top2;0.9297
Google;geeks;Top2;0.9297
Yahoo;javat;Top1;0.8965
Yahoo;stack;Top5;0.8157
Yahoo;geeks;Top2;0.9297
Yahoo;stack;Top1;0.9214
Google;stack;Top2;0.3531
Bing;stack;Top1;0.9214
Google;javat;Top2;0.8636
Yahoo;tuto;Top2;0.8097
Bing;tuto;Top2;0.8097
Bing;javat;Top1;0.8636
Google;tuto;Top3;0.8097
Google;javat;Top1;0.8636
Yahoo;javat;Top1;0.8636
Google;code;Top2;0.7635
Bing;stack;Top2;0.8797
Bing;stack;Top3;0.4527
Bing;stack;Top4;0.3525
Google;stack;Top4;0.8797
Yahoo;stack;Top1;0.8797
Google;stack;Top5;0.9032
Bing;stack;Top2;0.9079
Yahoo;stack;Top2;0.9079
Yahoo;stack;Top2;0.6605
Bing;stack;Top2;0.6605
Google;stack;Top5;0.9703
Bing;stack;Top5;0.4986
Google;code;Top2;0.3595
Yahoo;stack;Top5;0.4986
Bing;stack;Top5;0.6800
Yahoo;stack;Top4;0.6800
Yahoo;geeks;Top2;0.7457
Google;stack;Top3;0.6800
Yahoo;geeks;Top5;0.7866
Google;geeks;Top1;0.7457
Bing;geeks;Top3;0.7457
Bing;stack;Top4;0.7928
Yahoo;geeks;Top1;0.7337
Google;stack;Top3;0.8659
Google;stack;Top2;0.7473
Bing;geeks;Top1;0.7337
Google;geeks;Top1;0.7337
Yahoo;stack;Top4;0.7928
Google;stack;Top1;0.6684
Yahoo;stack;Top4;0.8971
Bing;stack;Top1;0.8971
Yahoo;geeks;Top2;0.9273
Bing;tuto;Top5;0.6429
Google;geeks;Top2;0.9273
Bing;geeks;Top2;0.9273
Google;javat;Top3;0.9997
Yahoo;tuto;Top5;0.6429
Yahoo;javat;Top1;0.9997
Bing;javat;Top1;0.9997
Yahoo;stack;Top3;0.9178
Google;stack;Top2;0.9178
Google;code;Top4;0.3697
Google;stack;Top3;0.8276
Bing;stack;Top3;0.9178
Bing;geeks;Top2;0.7973
Google;javat;Top1;0.7434
Yahoo;javat;Top1;0.7434
Yahoo;geeks;Top2;0.7973
Bing;javat;Top1;0.7434
Google;geeks;Top3;0.7973
Google;stack;Top3;0.6243
Yahoo;stack;Top1;0.6623
Yahoo;stack;Top5;0.5907
Bing;stack;Top4;0.8038
Bing;stack;Top1;0.6623
Google;stack;Top2;0.7057
Yahoo;stack;Top1;0.6718
Google;code;Top1;0.5652
Bing;stack;Top1;0.6718
Bing;tuto;Top2;0.6701
Yahoo;tuto;Top3;0.6701
Yahoo;stack;Top2;0.8399
Bing;stack;Top4;0.8399
Bing;javat;Top5;0.8806
Yahoo;tuto;Top2;0.9549
Bing;stack;Top1;0.7583
Yahoo;stack;Top1;0.7583
Yahoo;javat;Top3;0.8806
Bing;tuto;Top2;0.9549
Google;stack;Top2;0.4760
Bing;stack;Top1;0.4760
Yahoo;stack;Top3;0.5223
Bing;stack;Top4;0.5223
Yahoo;stack;Top1;0.4760
Google;code;Top5;0.4955
Yahoo;geeks;Top4;0.8478
Yahoo;stack;Top5;0.4494
Bing;geeks;Top4;0.8478
Yahoo;geeks;Top2;0.6326
Google;geeks;Top2;0.8478
Bing;geeks;Top2;0.6326
Yahoo;code;Top5;0.8276
Google;geeks;Top2;0.8936
Google;stack;Top3;0.7955
Yahoo;geeks;Top3;0.9273
Google;javat;Top3;0.9997
Bing;javat;Top2;0.9997
Google;geeks;Top2;0.9273
Google;javat;Top4;0.8172
Bing;geeks;Top5;0.9273
Yahoo;javat;Top1;0.9997
Bing;javat;Top1;0.6854
Bing;geeks;Top1;0.5847
Google;javat;Top3;0.3843
Yahoo;geeks;Top1;0.5847
Google;geeks;Top5;0.5847
Bing;code;Top5;0.5895
Yahoo;code;Top5;0.5895
Bing;stack;Top1;0.3563
Google;code;Top3;0.8426
Yahoo;stack;Top1;0.3563
Google;stack;Top4;0.3901
Google;code;Top2;0.9196
Yahoo;stack;Top1;0.6280
Google;stack;Top2;0.6280
Google;javat;Top1;0.5684
Yahoo;geeks;Top2;0.7833
Bing;geeks;Top2;0.7833
Google;geeks;Top4;0.7833
Bing;stack;Top1;0.6280
Yahoo;stack;Top4;0.8712
Google;geeks;Top2;0.7987
Bing;stack;Top2;0.8712
Yahoo;geeks;Top2;0.7987
Bing;geeks;Top3;0.8950
Bing;geeks;Top1;0.7987
Google;stack;Top4;0.8244
Bing;stack;Top1;0.8244
Bing;stack;Top5;0.0113
Yahoo;stack;Top1;0.8244
Yahoo;stack;Top5;0.9237
Bing;stack;Top5;0.9237
Google;tuto;Top4;0.9420
Google;javat;Top1;0.9706
Yahoo;geeks;Top2;0.9129
Bing;geeks;Top3;0.9129
Google;stack;Top2;0.8900
Yahoo;geeks;Top3;0.8931
Bing;geeks;Top2;0.8931
Bing;stack;Top1;0.4006
Yahoo;stack;Top1;0.4006
Google;stack;Top3;0.6235
Yahoo;stack;Top1;0.8540
Yahoo;stack;Top5;0.8438
Yahoo;tuto;Top4;0.6988
Google;stack;Top1;0.8540
Bing;tuto;Top4;0.6988
Bing;stack;Top1;0.8540
Bing;stack;Top5;0.8438
Bing;stack;Top2;0.9615
Bing;stack;Top4;0.6044
Google;javat;Top2;0.3344
Google;geeks;Top5;0.8971
Yahoo;stack;Top2;0.9615
Google;code;Top4;0.9735
Yahoo;stack;Top3;0.6044
Yahoo;stack;Top4;0.9093
Yahoo;geeks;Top5;0.8971
Yahoo;stack;Top3;0.6257
Yahoo;tuto;Top2;0.7716
Bing;stack;Top3;0.6257
Bing;tuto;Top2;0.7716
Yahoo;stack;Top4;0.8714
Yahoo;geeks;Top3;0.8824
Bing;tuto;Top5;0.9281
Bing;stack;Top4;0.8714
Google;tuto;Top4;0.9281
Yahoo;tuto;Top5;0.9281
Bing;geeks;Top3;0.8824
Google;stack;Top5;0.6163
Bing;geeks;Top5;0.4499
Yahoo;geeks;Top5;0.4499
Google;stack;Top3;0.3466
Yahoo;stack;Top3;0.8359
Bing;stack;Top3;0.8359
Yahoo;stack;Top1;0.7841
Google;stack;Top3;0.7841
Bing;stack;Top1;0.7841
Yahoo;geeks;Top5;0.9333
Bing;geeks;Top5;0.9169
Google;geeks;Top2;0.9169
Yahoo;tuto;Top2;0.9299
Bing;tuto;Top2;0.9299
Yahoo;geeks;Top5;0.9169
Yahoo;stack;Top3;0.8506
Bing;stack;Top3;0.8506
Google;stack;Top5;0.6513
Google;geeks;Top3;0.8238
Yahoo;tuto;Top4;0.4155
Bing;stack;Top1;0.8435
Google;stack;Top1;0.8435
Bing;tuto;Top5;0.4155
Yahoo;geeks;Top5;0.8238
Yahoo;stack;Top1;0.8435
Yahoo;stack;Top5;0.8495
Google;stack;Top1;0.7841
Bing;stack;Top5;0.8495
Bing;stack;Top1;0.7841
Yahoo;stack;Top1;0.7841
Bing;stack;Top5;0.5658
Yahoo;tuto;Top2;0.6778
Bing;tuto;Top1;0.6778
Google;code;Top4;0.8502
Yahoo;stack;Top4;0.5745
Google;code;Top3;0.8502
Bing;javat;Top2;0.9241
Yahoo;javat;Top2;0.9241
Yahoo;stack;Top2;0.6541
Google;stack;Top1;0.7992
Bing;stack;Top2;0.6541
Google;stack;Top4;0.9200
Yahoo;geeks;Top4;0.9534
Bing;stack;Top3;0.9356
Yahoo;geeks;Top5;0.9224
Yahoo;geeks;Top3;0.8978
Bing;tuto;Top1;0.7222
Yahoo;tuto;Top1;0.7222
Bing;geeks;Top2;0.8978
Yahoo;stack;Top2;0.9965
Bing;geeks;Top4;0.9534
Google;tuto;Top5;0.7222
Bing;stack;Top5;0.9904
Yahoo;stack;Top5;0.9356
Yahoo;tuto;Top1;0.7222
Google;tuto;Top5;0.7222
Google;stack;Top4;0.9200
Bing;tuto;Top1;0.7222
Bing;stack;Top5;0.9356
Bing;stack;Top5;0.9517
Yahoo;javat;Top1;0.9241
Bing;javat;Top1;0.9241
Yahoo;stack;Top3;0.9517
Bing;geeks;Top4;0.8420
Google;javat;Top1;0.9968
Google;geeks;Top3;0.8420
Yahoo;javat;Top5;0.9968
Yahoo;geeks;Top3;0.8420
Bing;javat;Top2;0.9968
Yahoo;geeks;Top2;0.9274
Google;stack;Top2;0.8163
Bing;javat;Top2;0.8769
Google;javat;Top1;0.8769
Yahoo;javat;Top1;0.8769
Yahoo;code;Top5;0.9349
Bing;stack;Top3;0.6848
Google;javat;Top4;0.9019
Bing;code;Top5;0.9349
Google;javat;Top5;0.9583
Google;stack;Top1;0.7706
Yahoo;stack;Top2;0.6848
Bing;tuto;Top3;0.4554
Bing;stack;Top4;0.9605
Yahoo;stack;Top3;0.9605
Yahoo;tuto;Top1;0.4554
Google;stack;Top1;0.9696
Yahoo;stack;Top1;0.8219
Google;stack;Top1;0.8219
Yahoo;tuto;Top4;0.7301
Bing;stack;Top1;0.8219
Bing;tuto;Top4;0.7301
Bing;geeks;Top1;0.6330
Google;geeks;Top3;0.6330
Bing;stack;Top5;0.8347
Yahoo;geeks;Top1;0.6330
Yahoo;stack;Top4;0.8347
Google;geeks;Top1;0.8336
Yahoo;geeks;Top1;0.8378
Google;geeks;Top2;0.8378
Bing;geeks;Top1;0.8378
Yahoo;geeks;Top5;0.8336
Google;stack;Top2;0.8159
Yahoo;tuto;Top1;0.3990
Google;code;Top5;0.6773
Google;tuto;Top3;0.3990
Bing;tuto;Top1;0.3990
Yahoo;stack;Top5;0.8159
Bing;stack;Top5;0.8159
Yahoo;geeks;Top3;0.8813
Yahoo;stack;Top4;0.3587
Google;geeks;Top2;0.8813
Yahoo;geeks;Top1;0.8750
Google;geeks;Top1;0.8750
Google;javat;Top5;0.6638
Bing;geeks;Top3;0.8813
Bing;stack;Top4;0.3587
Bing;geeks;Top1;0.8750
Bing;stack;Top1;0.8119
Yahoo;geeks;Top3;0.4882
Yahoo;tuto;Top2;0.2673
Google;stack;Top1;0.8119
Google;geeks;Top4;0.4882
Yahoo;stack;Top1;0.8119
Bing;geeks;Top2;0.4882
Google;tuto;Top3;0.2673
Yahoo;javat;Top2;0.9583
Bing;stack;Top1;0.6597
Yahoo;stack;Top1;0.6597
Google;geeks;Top5;0.8787
Bing;javat;Top2;0.9583
Google;javat;Top1;0.9241
Bing;tuto;Top5;0.7219
Bing;stack;Top3;0.8112
Bing;javat;Top1;0.9241
Yahoo;javat;Top1;0.9241
Yahoo;tuto;Top5;0.7219
Yahoo;stack;Top3;0.8112
Yahoo;stack;Top5;0.6163
Bing;stack;Top4;0.6163
Google;stack;Top1;0.6163
Yahoo;javat;Top4;0.6028
Google;javat;Top4;0.9997
Bing;geeks;Top3;0.9273
Bing;geeks;Top2;0.9187
Yahoo;geeks;Top3;0.9187
Bing;javat;Top4;0.9997
Yahoo;geeks;Top2;0.9273
Google;geeks;Top1;0.9273
Bing;stack;Top5;0.9744
Yahoo;javat;Top5;0.9997
Bing;stack;Top1;0.9214
Yahoo;tuto;Top4;0.8722
Bing;tuto;Top4;0.8722
Yahoo;stack;Top1;0.9214
Google;javat;Top4;0.9583
Google;javat;Top3;0.8465
Google;code;Top5;0.4749
Google;stack;Top3;0.6683
Bing;stack;Top1;0.9109
Bing;javat;Top3;0.6930
Yahoo;javat;Top2;0.6930
Yahoo;stack;Top1;0.9109
Yahoo;geeks;Top5;0.8204
Bing;stack;Top1;0.7916
Google;stack;Top1;0.7916
Yahoo;stack;Top1;0.7916
Yahoo;stack;Top2;0.3998
Bing;stack;Top3;0.3998
Google;stack;Top1;0.3998
Yahoo;stack;Top4;0.6119
Bing;stack;Top2;0.9893
Bing;javat;Top4;0.8627
Yahoo;stack;Top2;0.9893
Yahoo;javat;Top4;0.8627
Google;stack;Top5;0.9893
Bing;code;Top5;0.5812
Bing;geeks;Top3;0.9611
Yahoo;geeks;Top3;0.9611
Yahoo;tuto;Top4;0.8185
Bing;tuto;Top4;0.8185
Google;stack;Top5;0.9277
Google;javat;Top1;0.9706
Google;geeks;Top2;0.9169
Bing;geeks;Top2;0.9370
Yahoo;geeks;Top1;0.9370
Google;geeks;Top1;0.9370
Yahoo;tuto;Top4;0.4932
Bing;tuto;Top5;0.4932
Bing;stack;Top1;0.8810
Google;stack;Top1;0.7203
Yahoo;stack;Top1;0.8810
Google;stack;Top4;0.8095
Yahoo;stack;Top4;0.6905
Yahoo;stack;Top5;0.7013
Bing;stack;Top3;0.6487
Bing;stack;Top5;0.9708
Bing;stack;Top4;0.9677
Yahoo;geeks;Top5;0.8717
Google;geeks;Top2;0.7999
Bing;javat;Top5;0.0066
Bing;tuto;Top2;0.6626
Google;javat;Top5;0.0066
Yahoo;javat;Top4;0.0066
Google;stack;Top4;0.7941
Yahoo;tuto;Top3;0.6626
Bing;javat;Top1;0.7253
Yahoo;tuto;Top2;0.3969
Bing;tuto;Top2;0.3969
Yahoo;javat;Top1;0.7253
Yahoo;stack;Top3;0.6392
Bing;stack;Top3;0.6392
Yahoo;stack;Top4;0.8808
Yahoo;stack;Top5;0.9648
Bing;stack;Top3;0.8808
Bing;tuto;Top4;0.3875
Google;geeks;Top4;0.9313
Google;javat;Top1;0.7797
Google;geeks;Top3;0.9308
Yahoo;tuto;Top3;0.3875
Bing;geeks;Top3;0.9308
Yahoo;geeks;Top2;0.9308
Google;code;Top1;0.8766
Google;geeks;Top5;0.9313
Google;code;Top2;0.6985
Yahoo;stack;Top1;0.4429
Bing;geeks;Top3;0.9313
Yahoo;geeks;Top2;0.9313
Yahoo;javat;Top5;0.7797
Bing;stack;Top2;0.4429
Google;stack;Top4;0.1895
Bing;stack;Top5;0.8123
Yahoo;stack;Top3;0.8123
Google;stack;Top1;0.8453
Google;code;Top5;0.6435
Google;geeks;Top3;0.9453
Yahoo;stack;Top5;0.6654
Bing;stack;Top4;0.6353
Google;javat;Top5;0.7037
Google;geeks;Top1;0.7763
Yahoo;geeks;Top1;0.7763
Yahoo;stack;Top4;0.6353
Yahoo;stack;Top5;0.3586
Bing;geeks;Top1;0.7763
Yahoo;stack;Top1;0.5449
Google;stack;Top1;0.7444
Bing;stack;Top1;0.5449
Google;stack;Top2;0.5449
Yahoo;javat;Top1;0.6930
Bing;geeks;Top2;0.9549
Bing;javat;Top1;0.6930
Bing;code;Top5;0.8386
Google;stack;Top4;0.4906
Google;geeks;Top2;0.9549
Yahoo;code;Top4;0.8386
Yahoo;geeks;Top2;0.9549
Google;javat;Top1;0.6930
Google;stack;Top3;0.5948
Bing;code;Top5;0.2995
Bing;code;Top2;0.4654
Yahoo;stack;Top1;0.8874
Google;stack;Top3;0.7384
Bing;stack;Top1;0.8874
Yahoo;code;Top2;0.4654
Yahoo;code;Top5;0.2995
Google;stack;Top2;0.6060
Google;stack;Top4;0.8473
Yahoo;stack;Top5;0.7839
Bing;stack;Top5;0.5570
Yahoo;javat;Top1;0.9293
Bing;javat;Top2;0.9293
Google;javat;Top3;0.9293
Yahoo;stack;Top5;0.9337
Google;stack;Top2;0.9337
Yahoo;stack;Top2;0.2865
Google;stack;Top1;0.2865
Bing;stack;Top4;0.2865
Yahoo;stack;Top2;0.9086
Google;stack;Top1;0.8212
Yahoo;stack;Top5;0.6285
Bing;stack;Top4;0.5804
Yahoo;stack;Top5;0.9247
Bing;stack;Top2;0.9566
Google;stack;Top1;0.8013
Yahoo;stack;Top2;0.5804
Bing;stack;Top3;0.8546
Google;code;Top4;0.7577
Bing;stack;Top1;0.9382
Yahoo;stack;Top1;0.8013
Google;stack;Top3;0.7013
Yahoo;stack;Top3;0.9383
Yahoo;geeks;Top1;0.7609
Bing;code;Top5;0.4229
Yahoo;code;Top5;0.4229
Bing;stack;Top3;0.9383
Bing;geeks;Top1;0.7609
Google;geeks;Top1;0.7609
Bing;javat;Top3;0.9487
Yahoo;javat;Top4;0.9487
Yahoo;stack;Top1;0.9997
Google;stack;Top2;0.9997
Bing;stack;Top1;0.9997
Bing;geeks;Top2;0.8229
Yahoo;geeks;Top2;0.8229
Bing;javat;Top4;0.7755
Bing;geeks;Top2;0.9246
Google;javat;Top1;0.7755
Google;geeks;Top3;0.9246
Yahoo;javat;Top3;0.7755
Yahoo;geeks;Top1;0.9246
Google;code;Top1;0.4558
Yahoo;stack;Top4;0.8399
Yahoo;stack;Top4;0.6453
Bing;stack;Top3;0.6453
Google;code;Top5;0.8628
Google;stack;Top4;0.5915
Google;geeks;Top3;0.9317
Bing;stack;Top1;0.9855
Yahoo;stack;Top1;0.9855
Google;code;Top4;0.8460
Google;stack;Top2;0.9855
Google;javat;Top1;0.9646
Bing;stack;Top5;0.8156
Google;stack;Top2;0.8534
Yahoo;stack;Top4;0.8156
Yahoo;javat;Top5;0.9646
Bing;geeks;Top5;0.8956
Google;code;Top4;0.4408
Google;stack;Top2;0.8819
Yahoo;tuto;Top2;0.6774
Yahoo;code;Top5;0.4024
Bing;tuto;Top3;0.8403
Bing;tuto;Top2;0.6774
Google;code;Top5;0.4024
Bing;stack;Top4;0.8819
Yahoo;tuto;Top3;0.8403
Yahoo;javat;Top2;0.8783
Bing;javat;Top2;0.8783
Bing;stack;Top5;0.9327
Yahoo;stack;Top4;0.7263
Google;stack;Top1;0.8357
Bing;stack;Top3;0.7263
Yahoo;stack;Top5;0.9327
Google;geeks;Top4;0.8390
Bing;geeks;Top1;0.7680
Yahoo;geeks;Top3;0.8390
Yahoo;stack;Top4;0.7454
Google;code;Top3;0.1675
Google;geeks;Top5;0.8161
Bing;stack;Top2;0.7494
Yahoo;stack;Top1;0.7494
Bing;geeks;Top3;0.8390
Google;stack;Top1;0.7494
Yahoo;geeks;Top2;0.7680
Yahoo;geeks;Top2;0.7194
Google;geeks;Top1;0.7194
Bing;geeks;Top2;0.7194
Yahoo;stack;Top2;0.8941
Bing;stack;Top5;0.8005
Google;code;Top1;0.8237
Yahoo;stack;Top5;0.8005
Google;stack;Top3;0.7630
Google;stack;Top4;0.9510
Bing;stack;Top4;0.3488
Bing;tuto;Top3;0.4489
Bing;stack;Top2;0.8941
Yahoo;tuto;Top3;0.4489
Google;javat;Top4;0.9668
Bing;javat;Top3;0.2933
Yahoo;javat;Top1;0.9668
Yahoo;javat;Top2;0.9465
Yahoo;javat;Top3;0.9402
Yahoo;javat;Top4;0.2933
Bing;javat;Top2;0.9465
Bing;javat;Top1;0.9668
Google;geeks;Top1;0.9053
Google;geeks;Top2;0.7457
Yahoo;geeks;Top5;0.8267
Bing;geeks;Top4;0.8267
Yahoo;geeks;Top3;0.8848
Bing;geeks;Top1;0.8848
Bing;geeks;Top5;0.8733
Yahoo;javat;Top2;0.8817
Google;stack;Top5;0.8045
Google;javat;Top3;0.8817
Bing;stack;Top1;0.9480
Bing;geeks;Top4;0.9078
Yahoo;geeks;Top4;0.9078
Yahoo;stack;Top1;0.9480
Google;stack;Top1;0.7141
Bing;stack;Top2;0.7726
Yahoo;stack;Top2;0.7726
Bing;geeks;Top1;0.8593
Bing;geeks;Top4;0.7639
Yahoo;geeks;Top1;0.8593
Google;geeks;Top2;0.7639
Google;geeks;Top1;0.8593
Yahoo;geeks;Top5;0.7639
Google;stack;Top5;0.7066
Yahoo;stack;Top1;0.2763
Bing;stack;Top1;0.2763
Google;stack;Top1;0.2773
Yahoo;stack;Top5;0.4336
Bing;stack;Top5;0.4336
Bing;stack;Top1;0.7220
Yahoo;stack;Top1;0.7220
Google;stack;Top3;0.7234
Yahoo;stack;Top1;0.8977
Yahoo;stack;Top3;0.4743
Google;code;Top4;0.7148
Yahoo;tuto;Top4;0.5816
Yahoo;stack;Top5;0.9063
Bing;stack;Top1;0.8977
Google;stack;Top1;0.8977
Bing;stack;Top2;0.8626
Yahoo;stack;Top2;0.8626
Google;geeks;Top3;0.8974
Bing;geeks;Top1;0.8974
Bing;code;Top4;0.1179
Yahoo;geeks;Top1;0.8974
Google;tuto;Top1;0.5281
Google;stack;Top2;0.8626
Yahoo;code;Top4;0.1179
Google;stack;Top2;0.8626
Bing;tuto;Top5;0.5281
Yahoo;stack;Top2;0.8626
Yahoo;geeks;Top1;0.8974
Bing;geeks;Top1;0.8974
Bing;stack;Top2;0.8626
Google;tuto;Top1;0.5281
Yahoo;tuto;Top4;0.5281
Google;geeks;Top3;0.8974
Google;geeks;Top5;0.8675
Yahoo;stack;Top2;0.6871
Bing;code;Top5;0.9436
Bing;javat;Top1;0.9345
Yahoo;javat;Top1;0.9345
Google;code;Top2;0.9436
Google;code;Top3;0.9436
Yahoo;geeks;Top4;0.8675
Yahoo;code;Top5;0.9436
Bing;stack;Top2;0.6871
Bing;geeks;Top3;0.8675
Google;javat;Top4;0.9345
Google;stack;Top1;0.6871
Google;stack;Top4;0.9379
Google;geeks;Top1;0.7394
Bing;javat;Top5;0.9223
Google;javat;Top2;0.9223
Yahoo;javat;Top5;0.9223
Bing;javat;Top3;0.7037
Bing;stack;Top2;0.8438
Yahoo;javat;Top2;0.7037
Google;stack;Top1;0.8907
Bing;geeks;Top4;0.9384
Yahoo;stack;Top1;0.8438
Yahoo;geeks;Top4;0.9384
Yahoo;stack;Top5;0.9571
Yahoo;geeks;Top2;0.8645
Bing;javat;Top5;0.8737
Bing;geeks;Top1;0.8645
Yahoo;geeks;Top2;0.9243
Google;geeks;Top5;0.9243
Bing;geeks;Top2;0.9243
Google;javat;Top1;0.8737
Yahoo;geeks;Top3;0.6397
Google;geeks;Top4;0.6397
Bing;geeks;Top4;0.6397
Bing;javat;Top2;0.9254
Google;javat;Top1;0.9254
Bing;tuto;Top4;0.8100
Yahoo;tuto;Top2;0.8100
